Sequence Name	Name	Type	Minimum	Maximum	Length	Direction
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	cof gene	gene	218575	219393	819	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	putative periplasmic protein YaaX CDS	CDS	218541	218837	297	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	218541	218837	297	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	mltE CDS	CDS	218500	219111	612	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	mltE gene	gene	218500	219111	612	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	hypothetical protein CDS	CDS	218498	218779	282	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	218498	218779	282	reverse
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	hypothetical protein CDS	CDS	218476	218991	516	reverse
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	218476	218991	516	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	rnt CDS	CDS	218337	218984	648	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	rnt gene	gene	218337	218984	648	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	hypothetical protein CDS	CDS	218209	218436	228	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	gene	gene	218209	218436	228	reverse
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	lpxK CDS	CDS	218202	219188	987	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	lpxK gene	gene	218202	219188	987	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	ybaO CDS	CDS	217964	218422	459	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	ybaO gene	gene	217964	218422	459	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	flagellar brake protein YcgR CDS	CDS	217764	218498	735	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	217764	218498	735	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	putative transport protein CDS	CDS	217715	218491	777	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	217715	218491	777	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	grxD CDS	CDS	217618	217965	348	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	grxD gene	gene	217618	217965	348	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	multidrug transporter permease CDS	CDS	217500	218936	1437	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	gene	gene	217500	218936	1437	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	transglycosylase CDS	CDS	217309	217563	255	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	217309	217563	255	reverse
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	alaC CDS	CDS	217299	218537	1239	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	alaC gene	gene	217299	218537	1239	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	fabF CDS	CDS	217015	218244	1230	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	fabF gene	gene	217015	218244	1230	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	gcvA CDS	CDS	216941	217858	918	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	gcvA gene	gene	216941	217858	918	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	membrane protein CDS	CDS	216527	216922	396	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	gene	gene	216527	216922	396	reverse
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	msbA CDS	CDS	216457	218205	1749	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	msbA gene	gene	216457	218205	1749	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	mepH CDS	CDS	216456	217283	828	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	mepH gene	gene	216456	217283	828	reverse
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	3-ketoacyl-ACP reductase CDS	CDS	216287	217018	732	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	216287	217018	732	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	sodium:alanine symporter CDS	CDS	216215	217645	1431	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	216215	217645	1431	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	multidrug ABC transporter permease/ATP-binding protein CDS	CDS	216162	217934	1773	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	gene	gene	216162	217934	1773	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	dusC CDS	CDS	215855	216805	951	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	dusC gene	gene	215855	216805	951	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	3-hydroxy-fatty acyl-ACP dehydratase CDS	CDS	215823	216287	465	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	215823	216287	465	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	sod2 CDS	CDS	215747	216328	582	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	sod2 gene	gene	215747	216328	582	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	acrB 3 CDS	CDS	215448	218561	3114	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	acrB 3 gene	gene	215448	218561	3114	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	rlmM CDS	CDS	215434	216534	1101	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	rlmM gene	gene	215434	216534	1101	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	TonB-dependent receptor CDS	CDS	215289	217259	1971	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	215289	217259	1971	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	sensor histidine kinase CDS	CDS	215225	216922	1698	reverse
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	gene	gene	215225	216922	1698	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	cidA CDS	CDS	215218	215616	399	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	cidA gene	gene	215218	215616	399	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	transaldolase 1 CDS	CDS	214983	215936	954	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	214983	215936	954	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	l-fucose operon activator CDS	CDS	214659	215390	732	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	gene	gene	214659	215390	732	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	fabB 2 CDS	CDS	214657	215826	1170	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	fabB 2 gene	gene	214657	215826	1170	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	CidB/LrgB family autolysis modulator CDS	CDS	214526	215221	696	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	gene	gene	214526	215221	696	reverse
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	DNA-binding response regulator CDS	CDS	214473	215210	738	reverse
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	gene	gene	214473	215210	738	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	ydhP CDS	CDS	214432	215601	1170	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	ydhP gene	gene	214432	215601	1170	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	modD CDS	CDS	214409	215263	855	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	modD gene	gene	214409	215263	855	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	smdB CDS	CDS	214388	216169	1782	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	smdB gene	gene	214388	216169	1782	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	mogA CDS	CDS	214281	214868	588	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	mogA gene	gene	214281	214868	588	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	mdtE CDS	CDS	214266	215423	1158	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	mdtE gene	gene	214266	215423	1158	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucU CDS	CDS	214179	214601	423	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucU gene	gene	214179	214601	423	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	stress response membrane CDS	CDS	214177	214266	90	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	gene	gene	214177	214266	90	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	comEC CDS	CDS	214156	216420	2265	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	comEC gene	gene	214156	216420	2265	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	lipoprotein CDS	CDS	214071	214655	585	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	214071	214655	585	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	hypothetical protein CDS	CDS	213877	214206	330	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	213877	214206	330	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	glnK CDS	CDS	213869	214207	339	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	glnK gene	gene	213869	214207	339	reverse
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	ihfB CDS	CDS	213666	213950	285	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	ihfB gene	gene	213666	213950	285	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	AraC family transcriptional regulator CDS	CDS	213603	214460	858	reverse
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	gene	gene	213603	214460	858	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	methyltransferase CDS	CDS	213600	214412	813	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	213600	214412	813	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	cdd CDS	CDS	213512	214396	885	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	cdd gene	gene	213512	214396	885	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	succinate-acetate/proton symporter SatP CDS	CDS	213510	214076	567	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	213510	214076	567	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	transcriptional regulator GadE CDS	CDS	213400	213927	528	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	213400	213927	528	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	iron ABC transporter ATP-binding protein CDS	CDS	212967	213590	624	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	212967	213590	624	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	purR CDS	CDS	212853	213878	1026	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	purR gene	gene	212853	213878	1026	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucK CDS	CDS	212759	214177	1419	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucK gene	gene	212759	214177	1419	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	hypothetical protein CDS	CDS	212648	213361	714	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	212648	213361	714	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	protein SanA CDS	CDS	212643	213362	720	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	gene	gene	212643	213362	720	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	amt CDS	CDS	212553	213839	1287	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	amt gene	gene	212553	213839	1287	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	hypothetical protein CDS	CDS	212401	212640	240	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	gene	gene	212401	212640	240	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	putative periplasmic protein CDS	CDS	212218	212622	405	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	212218	212622	405	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	acid-resistance protein HdeD CDS	CDS	212029	212601	573	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	212029	212601	573	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	LysR family transcriptional regulator CDS	CDS	211924	212856	933	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	gene	gene	211924	212856	933	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	peptide ABC transporter substrate-binding protein CDS	CDS	211855	212835	981	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	211855	212835	981	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	rpsA CDS	CDS	211833	213506	1674	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	rpsA gene	gene	211833	213506	1674	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	MMPL family protein CDS	CDS	211756	214074	2319	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	211756	214074	2319	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	tesB CDS	CDS	211644	212504	861	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	tesB gene	gene	211644	212504	861	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	acid stress chaperone HdeA CDS	CDS	211442	211774	333	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	211442	211774	333	reverse
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	membrane protein CDS	CDS	211182	211787	606	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	211182	211787	606	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	ptsI 2 CDS	CDS	211105	213600	2496	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	ptsI 2 gene	gene	211105	213600	2496	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	cmk CDS	CDS	211039	211722	684	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	cmk gene	gene	211039	211722	684	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	hdeB CDS	CDS	211000	211338	339	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	hdeB gene	gene	211000	211338	339	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	preT CDS	CDS	210969	212207	1239	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	preT gene	gene	210969	212207	1239	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	L-fucose isomerase CDS	CDS	210875	212650	1776	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	gene	gene	210875	212650	1776	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	outer membrane lipoprotein CDS	CDS	210854	211426	573	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	gene	gene	210854	211426	573	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	iron ABC transporter substrate-binding protein CDS	CDS	210833	211855	1023	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	210833	211855	1023	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	ybgC 2 CDS	CDS	210763	211185	423	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	ybgC 2 gene	gene	210763	211185	423	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	Bcr/CflA family multidrug efflux MFS transporter CDS	CDS	210600	211811	1212	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	gene	gene	210600	211811	1212	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	ybaZ CDS	CDS	210512	210823	312	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	ybaZ gene	gene	210512	210823	312	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	mgtC CDS	CDS	210289	210864	576	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	mgtC gene	gene	210289	210864	576	reverse
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	metalloprotease CDS	CDS	210102	210866	765	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	gene	gene	210102	210866	765	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	aminopeptidase YpdE CDS	CDS	210043	211080	1038	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	gene	gene	210043	211080	1038	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	dnaK 1 CDS	CDS	209930	211846	1917	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	dnaK 1 gene	gene	209930	211846	1917	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	hypothetical protein CDS	CDS	209780	210133	354	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	gene	gene	209780	210133	354	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	preA CDS	CDS	209740	210975	1236	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	preA gene	gene	209740	210975	1236	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucP 1 CDS	CDS	209526	210842	1317	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucP 1 gene	gene	209526	210842	1317	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	hemin import ATP-binding protein HmuV CDS	CDS	209467	210237	771	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	209467	210237	771	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	cfa CDS	CDS	209161	210309	1149	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	cfa gene	gene	209161	210309	1149	reverse
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	acyltransferase YcdQ CDS	CDS	209083	210759	1677	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	209083	210759	1677	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	ypdF CDS	CDS	208958	210043	1086	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	ypdF gene	gene	208958	210043	1086	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	treA 1 CDS	CDS	208799	210496	1698	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	treA 1 gene	gene	208799	210496	1698	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	hydroxymyristoyl-ACP dehydratase CDS	CDS	208739	209092	354	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	208739	209092	354	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	dnaJ CDS	CDS	208711	209841	1131	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	dnaJ gene	gene	208711	209841	1131	reverse
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	aroA CDS	CDS	208649	209932	1284	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	aroA gene	gene	208649	209932	1284	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	permease of iron compound ABC transporter CDS	CDS	208514	209470	957	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	208514	209470	957	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	mglC CDS	CDS	208487	209497	1011	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	mglC gene	gene	208487	209497	1011	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	ribE CDS	CDS	208480	209121	642	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	ribE gene	gene	208480	209121	642	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	hokC CDS	CDS	208454	208606	153	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	hokC gene	gene	208454	208606	153	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucA CDS	CDS	208332	208979	648	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucA gene	gene	208332	208979	648	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	cyclic di-GMP phosphodiesterase CDS	CDS	208188	209738	1551	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	gene	gene	208188	209738	1551	forward
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	hypothetical protein CDS	CDS	208119	208409	291	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	208119	208409	291	reverse
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	nmrA-like family protein CDS	CDS	207806	208429	624	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	207806	208429	624	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	Fructose-like permease IIC component 1 CDS	CDS	207695	208942	1248	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	gene	gene	207695	208942	1248	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	membrane protein CDS	CDS	207554	208024	471	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	gene	gene	207554	208024	471	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	3-phosphoserine/phosphohydroxythreonine aminotransferase CDS	CDS	207490	208578	1089	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	gene	gene	207490	208578	1089	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	AMP-dependent synthetase CDS	CDS	207394	208752	1359	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	207394	208752	1359	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	fructose-like phosphotransferase enzyme IIB component 1 CDS	CDS	207347	207673	327	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	gene	gene	207347	207673	327	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	heme utilization carrier protein CDS	CDS	207312	207806	495	forward
ESC_JB6296AA_AS_NODE_10_length_221343_cov_9.812217	gene	gene	207312	207806	495	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucO CDS	CDS	207156	208304	1149	reverse
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	fucO gene	gene	207156	208304	1149	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	membrane protein CDS	CDS	207078	207839	762	reverse
ESC_JB6296AA_AS_NODE_5_length_291749_cov_9.679207	gene	gene	207078	207839	762	reverse
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	dhaM CDS	CDS	207061	208479	1419	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	dhaM gene	gene	207061	208479	1419	forward
ESC_JB6296AA_AS_NODE_11_length_207163_cov_9.602331	5S rRNA	rRNA	207055	207162	108	reverse
ESC_JB6296AA_AS_NODE_11_length_207163_cov_9.602331	gene	gene	207055	207162	108	reverse
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	galactose/methyl galactoside import ATP-binding protein MglA CDS	CDS	206951	208471	1521	forward
ESC_JB6296AA_AS_NODE_6_length_270199_cov_9.191614	gene	gene	206951	208471	1521	forward
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	multidrug resistance protein MdtK CDS	CDS	206892	208265	1374	reverse
ESC_JB6296AA_AS_NODE_1_length_376926_cov_8.210482	gene	gene	206892	208265	1374	reverse
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	maa CDS	CDS	206887	207438	552	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	maa gene	gene	206887	207438	552	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	DNA gyrase subunit B CDS	CDS	206816	207397	582	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	206816	207397	582	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	hypothetical protein CDS	CDS	206599	207291	693	forward
ESC_JB6296AA_AS_NODE_2_length_347419_cov_9.234094	gene	gene	206599	207291	693	forward
ESC_JB6296AA_AS_NODE_11_length_207163_cov_9.602331	stress-induced protein CDS	CDS	206592	206975	384	reverse
ESC_JB6296AA_AS_NODE_11_length_207163_cov_9.602331	gene	gene	206592	206975	384	reverse
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	acyl carrier protein CDS	CDS	206560	206811	252	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	gene	gene	206560	206811	252	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	hha 1 CDS	CDS	206494	206712	219	forward
ESC_JB6296AA_AS_NODE_4_length_321218_cov_9.309749	hha 1 gene	gene	206494	206712	219	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	dihydroxyacetone kinase subunit DhaL CDS	CDS	206418	207050	633	forward
ESC_JB6296AA_AS_NODE_7_length_264204_cov_8.566783	gene	gene	206418	207050	633	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	acpP 1 CDS	CDS	206291	206548	258	forward
ESC_JB6296AA_AS_NODE_9_length_227121_cov_9.573929	acpP 1 gene	gene	206291	206548	258	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	flap endonuclease Xni CDS	CDS	206206	207051	846	forward
ESC_JB6296AA_AS_NODE_3_length_345215_cov_9.413366	gene	gene	206206	207051	846	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	glucokinase CDS	CDS	206163	207128	966	forward
ESC_JB6296AA_AS_NODE_8_length_247679_cov_8.871748	gene	gene	206163	207128	966	forward
