Sequence Name	Name	Type	Minimum	Maximum	Length	Direction
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	aceE gene	gene	46264	48927	2664	reverse
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	type-F conjugative transfer system pilin chaperone TraQ CDS	CDS	46233	46517	285	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	gene	gene	46233	46517	285	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	rtcR CDS	CDS	46208	47806	1599	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	rtcR gene	gene	46208	47806	1599	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	fimbrial-like adhesin protein CDS	CDS	46164	47234	1071	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	46164	47234	1071	reverse
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	hyaD CDS	CDS	46147	46641	495	forward
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	hyaD gene	gene	46147	46641	495	forward
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	threonine export protein RhtC CDS	CDS	46118	46738	621	forward
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	gene	gene	46118	46738	621	forward
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	small protein MntS CDS	CDS	46080	46208	129	reverse
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	gene	gene	46080	46208	129	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	sod1 CDS	CDS	46052	46573	522	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	sod1 gene	gene	46052	46573	522	forward
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	folC CDS	CDS	46045	47313	1269	forward
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	folC gene	gene	46045	47313	1269	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	glpX CDS	CDS	46034	47044	1011	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	glpX gene	gene	46034	47044	1011	reverse
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	gltS CDS	CDS	45984	47189	1206	reverse
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	gltS gene	gene	45984	47189	1206	reverse
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	lpxA CDS	CDS	45967	46755	789	forward
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	lpxA gene	gene	45967	46755	789	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	conjugal transfer protein TrbA CDS	CDS	45767	46114	348	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	gene	gene	45767	46114	348	forward
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	rpsI CDS	CDS	45758	46150	393	forward
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	rpsI gene	gene	45758	46150	393	forward
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	emrB CDS	CDS	45751	47289	1539	reverse
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	emrB gene	gene	45751	47289	1539	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	fucA CDS	CDS	45750	46397	648	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	fucA gene	gene	45750	46397	648	reverse
ESC_JB6292AA_AS_NODE_14_length_73674_cov_11.542111	hypothetical protein CDS	CDS	45732	45908	177	forward
ESC_JB6292AA_AS_NODE_14_length_73674_cov_11.542111	gene	gene	45732	45908	177	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	putative phosphoethanolamine transferase yhbX CDS	CDS	45727	47352	1626	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	gene	gene	45727	47352	1626	forward
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	methionine-R-sulfoxide reductase CDS	CDS	45662	46213	552	reverse
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	gene	gene	45662	46213	552	reverse
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	ulaA CDS	CDS	45661	47058	1398	forward
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	ulaA gene	gene	45661	47058	1398	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	fimbrial subunit CDS	CDS	45610	46152	543	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	45610	46152	543	reverse
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	clpC CDS	CDS	45554	47830	2277	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	clpC gene	gene	45554	47830	2277	forward
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	flgG CDS	CDS	45518	46300	783	reverse
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	flgG gene	gene	45518	46300	783	reverse
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	fabZ CDS	CDS	45508	45963	456	forward
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	fabZ gene	gene	45508	45963	456	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	czcD CDS	CDS	45417	46358	942	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	czcD gene	gene	45417	46358	942	reverse
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	2-carboxybenzaldehyde reductase CDS	CDS	45400	46374	975	reverse
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	gene	gene	45400	46374	975	reverse
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	rplM CDS	CDS	45314	45742	429	forward
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	rplM gene	gene	45314	45742	429	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	clpS CDS	CDS	45203	45523	321	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	clpS gene	gene	45203	45523	321	forward
ESC_JB6292AA_AS_NODE_19_length_69837_cov_15.548008	caiC CDS	CDS	45200	46753	1554	forward
ESC_JB6292AA_AS_NODE_19_length_69837_cov_15.548008	caiC gene	gene	45200	46753	1554	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	fpr CDS	CDS	45191	45937	747	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	fpr gene	gene	45191	45937	747	reverse
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	tRNA-Leu	tRNA	45182	45268	87	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	gene	gene	45182	45268	87	forward
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	luxS CDS	CDS	45172	45687	516	forward
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	luxS gene	gene	45172	45687	516	forward
ESC_JB6292AA_AS_NODE_10_length_83961_cov_15.771594	ldcC 1 CDS	CDS	45154	47301	2148	reverse
ESC_JB6292AA_AS_NODE_10_length_83961_cov_15.771594	ldcC 1 gene	gene	45154	47301	2148	reverse
ESC_JB6292AA_AS_NODE_14_length_73674_cov_11.542111	HEAT repeats family protein CDS	CDS	45131	45340	210	reverse
ESC_JB6292AA_AS_NODE_14_length_73674_cov_11.542111	gene	gene	45131	45340	210	reverse
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	hscC 2 CDS	CDS	45124	46413	1290	reverse
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	hscC 2 gene	gene	45124	46413	1290	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	fimbrial-like adhesin protein CDS	CDS	45087	45650	564	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	45087	45650	564	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	oxidoreductase CDS	CDS	45075	45971	897	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	45075	45971	897	forward
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	acetyl-CoA carboxylase carboxyltransferase subunit beta CDS	CDS	45061	45975	915	forward
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	gene	gene	45061	45975	915	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	traF CDS	CDS	45008	45751	744	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	traF gene	gene	45008	45751	744	forward
ESC_JB6292AA_AS_NODE_23_length_60678_cov_14.850410	hypothetical protein CDS	CDS	44986	47265	2280	reverse
ESC_JB6292AA_AS_NODE_23_length_60678_cov_14.850410	gene	gene	44986	47265	2280	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	protein BcsE CDS	CDS	44924	46483	1560	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	gene	gene	44924	46483	1560	reverse
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	proQ 1 CDS	CDS	44867	45565	699	reverse
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	proQ 1 gene	gene	44867	45565	699	reverse
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	secG CDS	CDS	44835	45167	333	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	secG gene	gene	44835	45167	333	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	pgpA CDS	CDS	44828	45346	519	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	pgpA gene	gene	44828	45346	519	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	rtcB CDS	CDS	44793	46019	1227	reverse
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	rtcB gene	gene	44793	46019	1227	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	hypothetical protein CDS	CDS	44787	45026	240	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	44787	45026	240	forward
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	flagellar L-ring protein CDS	CDS	44767	45465	699	reverse
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	gene	gene	44767	45465	699	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	uspD CDS	CDS	44758	45186	429	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	uspD gene	gene	44758	45186	429	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	conjugal transfer protein TrbE CDS	CDS	44758	45015	258	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	gene	gene	44758	45015	258	forward
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	hscC 1 CDS	CDS	44744	45127	384	reverse
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	hscC 1 gene	gene	44744	45127	384	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	protein BcsF CDS	CDS	44736	44927	192	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	gene	gene	44736	44927	192	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	pnuC CDS	CDS	44701	45420	720	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	pnuC gene	gene	44701	45420	720	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	cspA 3 CDS	CDS	44656	44880	225	reverse
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	cspA 3 gene	gene	44656	44880	225	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	fucO CDS	CDS	44574	45722	1149	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	fucO gene	gene	44574	45722	1149	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	mqo CDS	CDS	44450	46096	1647	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	mqo gene	gene	44450	46096	1647	reverse
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	hyaB CDS	CDS	44444	46147	1704	forward
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	hyaB gene	gene	44444	46147	1704	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	putative C-4 dicarboxylate transport protein CDS	CDS	44432	44731	300	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	44432	44731	300	forward
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	uric acid transporter UacT CDS	CDS	44418	45746	1329	reverse
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	gene	gene	44418	45746	1329	reverse
ESC_JB6292AA_AS_NODE_14_length_73674_cov_11.542111	ethanolamine utilization protein EutE CDS	CDS	44397	45059	663	forward
ESC_JB6292AA_AS_NODE_14_length_73674_cov_11.542111	gene	gene	44397	45059	663	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	pili assembly chaperone CDS	CDS	44384	45073	690	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	44384	45073	690	reverse
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	lpxD CDS	CDS	44378	45403	1026	forward
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	lpxD gene	gene	44378	45403	1026	forward
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	aceF CDS	CDS	44357	46249	1893	reverse
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	aceF gene	gene	44357	46249	1893	reverse
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	putative membrane protein CDS	CDS	44291	44416	126	reverse
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	gene	gene	44291	44416	126	reverse
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	protein DedA CDS	CDS	44246	44905	660	forward
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	gene	gene	44246	44905	660	forward
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	ulaG CDS	CDS	44242	45306	1065	reverse
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	ulaG gene	gene	44242	45306	1065	reverse
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	phosphoethanolamine transferase OpgE CDS	CDS	44225	45808	1584	reverse
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	gene	gene	44225	45808	1584	reverse
ESC_JB6292AA_AS_NODE_33_length_44598_cov_14.441467	tRNA-Met	tRNA	44223	44298	76	reverse
ESC_JB6292AA_AS_NODE_33_length_44598_cov_14.441467	gene	gene	44223	44298	76	reverse
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	recQ CDS	CDS	44219	46054	1836	forward
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	recQ gene	gene	44219	46054	1836	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	assembly gap	assembly_gap	44136	44235	100	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	nemR CDS	CDS	44085	44684	600	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	nemR gene	gene	44085	44684	600	reverse
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	zapE CDS	CDS	43968	45095	1128	forward
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	zapE gene	gene	43968	45095	1128	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	kefA 1 CDS	CDS	43963	47325	3363	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	kefA 1 gene	gene	43963	47325	3363	forward
ESC_JB6292AA_AS_NODE_19_length_69837_cov_15.548008	caiB CDS	CDS	43909	45126	1218	forward
ESC_JB6292AA_AS_NODE_19_length_69837_cov_15.548008	caiB gene	gene	43909	45126	1218	forward
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	hlpA CDS	CDS	43889	44374	486	forward
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	hlpA gene	gene	43889	44374	486	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	thiamine-monophosphate kinase CDS	CDS	43873	44850	978	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	gene	gene	43873	44850	978	forward
ESC_JB6292AA_AS_NODE_23_length_60678_cov_14.850410	VMA domain YehL ATPase stimulator CDS	CDS	43857	44993	1137	reverse
ESC_JB6292AA_AS_NODE_23_length_60678_cov_14.850410	gene	gene	43857	44993	1137	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	membrane protein CDS	CDS	43780	44220	441	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	43780	44220	441	forward
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	protein BcsG CDS	CDS	43777	44739	963	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	gene	gene	43777	44739	963	reverse
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	rtcA CDS	CDS	43773	44789	1017	reverse
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	rtcA gene	gene	43773	44789	1017	reverse
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	recG CDS	CDS	43734	45815	2082	forward
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	recG gene	gene	43734	45815	2082	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	flap endonuclease Xni CDS	CDS	43674	44519	846	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	43674	44519	846	forward
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	ompX CDS	CDS	43661	44176	516	forward
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	ompX gene	gene	43661	44176	516	forward
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	flagellar P-ring protein CDS	CDS	43658	44755	1098	reverse
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	gene	gene	43658	44755	1098	reverse
ESC_JB6292AA_AS_NODE_16_length_72718_cov_14.972562	tetratricopeptide repeat family protein CDS	CDS	43644	46655	3012	forward
ESC_JB6292AA_AS_NODE_16_length_72718_cov_14.972562	gene	gene	43644	46655	3012	forward
ESC_JB6292AA_AS_NODE_10_length_83961_cov_15.771594	dipeptide permease D CDS	CDS	43638	45095	1458	reverse
ESC_JB6292AA_AS_NODE_10_length_83961_cov_15.771594	gene	gene	43638	45095	1458	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	nadA CDS	CDS	43620	44663	1044	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	nadA gene	gene	43620	44663	1044	forward
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	idi CDS	CDS	43620	44168	549	reverse
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	idi gene	gene	43620	44168	549	reverse
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	glutamate--cysteine ligase CDS	CDS	43466	45022	1557	forward
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	gene	gene	43466	45022	1557	forward
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	ulaR CDS	CDS	43379	44134	756	reverse
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	ulaR gene	gene	43379	44134	756	reverse
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	nusB CDS	CDS	43376	43795	420	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	nusB gene	gene	43376	43795	420	forward
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	cytochrome d ubiquinol oxidase subunit 3 CDS	CDS	43376	43774	399	reverse
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	gene	gene	43376	43774	399	reverse
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	truA CDS	CDS	43351	44163	813	forward
ESC_JB6292AA_AS_NODE_17_length_72350_cov_16.021487	truA gene	gene	43351	44163	813	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	glmM 1 CDS	CDS	43270	44607	1338	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	glmM 1 gene	gene	43270	44607	1338	forward
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	Ni/Fe-hydrogenase b-type cytochrome subunit CDS	CDS	43269	44447	1179	forward
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	gene	gene	43269	44447	1179	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	tRNA-Lys	tRNA	43267	43342	76	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	gene	gene	43267	43342	76	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	pyrD CDS	CDS	43263	44273	1011	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	pyrD gene	gene	43263	44273	1011	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	ecotin CDS	CDS	43259	43747	489	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	43259	43747	489	forward
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	J domain-containing HscC co-chaperone; Hsc56 CDS	CDS	43233	44684	1452	forward
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	gene	gene	43233	44684	1452	forward
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	phospholipase A(1) CDS	CDS	43223	44092	870	forward
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	gene	gene	43223	44092	870	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	transcriptional regulator CDS	CDS	43188	43835	648	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	gene	gene	43188	43835	648	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	hypothetical protein CDS	CDS	43080	43679	600	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	43080	43679	600	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	protein BcsG CDS	CDS	43061	43777	717	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	gene	gene	43061	43777	717	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	tRNA-Lys	tRNA	43059	43134	76	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	gene	gene	43059	43134	76	forward
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH CDS	CDS	43039	43728	690	forward
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	gene	gene	43039	43728	690	forward
ESC_JB6292AA_AS_NODE_33_length_44598_cov_14.441467	hypothetical protein CDS	CDS	42992	43474	483	reverse
ESC_JB6292AA_AS_NODE_33_length_44598_cov_14.441467	gene	gene	42992	43474	483	reverse
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	Putative membrane protein CDS	CDS	42965	43393	429	forward
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	gene	gene	42965	43393	429	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	hypothetical protein CDS	CDS	42960	43124	165	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	42960	43124	165	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	nemA CDS	CDS	42951	44048	1098	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	nemA gene	gene	42951	44048	1098	reverse
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	conjugal transfer protein TraN CDS	CDS	42923	44731	1809	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	gene	gene	42923	44731	1809	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	6,7-dimethyl-8-ribityllumazine synthase CDS	CDS	42886	43356	471	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	gene	gene	42886	43356	471	forward
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	ldr CDS	CDS	42867	42974	108	forward
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	ldr gene	gene	42867	42974	108	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	tRNA-Lys	tRNA	42837	42912	76	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	gene	gene	42837	42912	76	forward
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	prc CDS	CDS	42799	44847	2049	reverse
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	prc gene	gene	42799	44847	2049	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	tRNA-Val	tRNA	42758	42833	76	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	gene	gene	42758	42833	76	forward
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	peptidoglycan hydrolase FlgJ CDS	CDS	42717	43658	942	reverse
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	gene	gene	42717	43658	942	reverse
ESC_JB6292AA_AS_NODE_19_length_69837_cov_15.548008	caiA CDS	CDS	42639	43781	1143	forward
ESC_JB6292AA_AS_NODE_19_length_69837_cov_15.548008	caiA gene	gene	42639	43781	1143	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	macB 1 CDS	CDS	42637	44583	1947	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	macB 1 gene	gene	42637	44583	1947	forward
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	esterase CDS	CDS	42633	43382	750	forward
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	gene	gene	42633	43382	750	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	tRNA-Lys	tRNA	42631	42706	76	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	gene	gene	42631	42706	76	forward
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	lpd CDS	CDS	42608	44032	1425	reverse
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	lpd gene	gene	42608	44032	1425	reverse
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	hypothetical protein CDS	CDS	42591	43058	468	reverse
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	gene	gene	42591	43058	468	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	tRNA-Val	tRNA	42553	42628	76	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	gene	gene	42553	42628	76	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	cell division protein ZapC CDS	CDS	42547	43089	543	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	42547	43089	543	reverse
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	hypothetical protein CDS	CDS	42529	43236	708	forward
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	gene	gene	42529	43236	708	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gloA CDS	CDS	42463	42870	408	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gloA gene	gene	42463	42870	408	reverse
